,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
AEE,https://www.sec.gov//Archives/edgar/data/18654/000100291019000094/aee201810-k.htm,https://www.sec.gov//Archives/edgar/data/18654/000100291018000069/aee201710-k.htm,https://www.sec.gov//Archives/edgar/data/18654/000100291017000054/aee201610-k.htm,https://www.sec.gov//Archives/edgar/data/18654/000100291016000205/aee201510-k.htm,https://www.sec.gov//Archives/edgar/data/18654/000100291015000075/aee201410-k.htm,https://www.sec.gov//Archives/edgar/data/18654/000100291014000054/aee201310-k.htm,https://www.sec.gov//Archives/edgar/data/18654/000144530513000414/aee-2012x1231x10k.htm,https://www.sec.gov//Archives/edgar/data/18654/000119312512085489/d260990d10k.htm,https://www.sec.gov//Archives/edgar/data/18654/000119312511044880/d10k.htm,https://www.sec.gov//Archives/edgar/data/18651/000119312510043155/d10k.htm,,,,,,,,
AAL,https://www.sec.gov//Archives/edgar/data/4515/000000620119000009/a10k123118.htm,https://www.sec.gov//Archives/edgar/data/4515/000000620118000009/a10k123117.htm,https://www.sec.gov//Archives/edgar/data/4515/000119312517051216/d286458d10k.htm,https://www.sec.gov//Archives/edgar/data/4515/000119312516474605/d78287d10k.htm,https://www.sec.gov//Archives/edgar/data/4515/000119312515061145/d829913d10k.htm,https://www.sec.gov//Archives/edgar/data/4515/000000620114000004/aagaa10k-20131231.htm,https://www.sec.gov//Archives/edgar/data/6201/000119312513155496/d521153d10ka.htm,https://www.sec.gov//Archives/edgar/data/6201/000000620113000023/amr-10kx20121231.htm,https://www.sec.gov//Archives/edgar/data/6201/000119312512063516/d259681d10k.htm,https://www.sec.gov//Archives/edgar/data/6201/000095012311014726/d78201e10vk.htm,,,,,,,,
AEP,https://www.sec.gov//Archives/edgar/data/4904/000000490419000009/aep10klegal20184q.htm,https://www.sec.gov//Archives/edgar/data/4904/000000490418000009/aep10klegal20174q.htm,https://www.sec.gov//Archives/edgar/data/4904/000000490417000019/aep10klegal20164q.htm,https://www.sec.gov//Archives/edgar/data/4904/000000490416000056/ye15aep10k.htm,https://www.sec.gov//Archives/edgar/data/4904/000000490415000008/ye14aep10k.htm,https://www.sec.gov//Archives/edgar/data/4904/000000490414000019/ye13aep10k.htm,https://www.sec.gov//Archives/edgar/data/4904/000000490413000025/ye12aep10k.htm,https://www.sec.gov//Archives/edgar/data/4904/000000490412000013/ye11aep10k.htm,https://www.sec.gov//Archives/edgar/data/4904/000000490411000023/ye10aep10k.htm,https://www.sec.gov//Archives/edgar/data/4904/000000490410000018/ye09aep10k.htm,https://www.sec.gov//Archives/edgar/data/4904/000000490405000113/x31a.htm,https://www.sec.gov//Archives/edgar/data/4904/000101540205001007/x10e1oa.htm,,,,,,
AXP,https://www.sec.gov//Archives/edgar/data/4962/000000496219000018/axp201810k.htm,https://www.sec.gov//Archives/edgar/data/4962/000000496218000032/axp201710k.htm,https://www.sec.gov//Archives/edgar/data/4962/000119312517047588/d321397d10k.htm,https://www.sec.gov//Archives/edgar/data/4962/000119312516469798/d131774d10k.htm,https://www.sec.gov//Archives/edgar/data/4962/000119312515059931/d862737d10k.htm,https://www.sec.gov//Archives/edgar/data/4962/000119312514066777/d656045d10k.htm,https://www.sec.gov//Archives/edgar/data/4962/000119312513070554/d486442d10k.htm,https://www.sec.gov//Archives/edgar/data/4962/000119312512077400/d281394d10k.htm,https://www.sec.gov//Archives/edgar/data/4962/000095012311019072/y87970e10vk.htm,https://www.sec.gov//Archives/edgar/data/4962/000119312510041232/d10k.htm,,,,,,,,
AIG,https://www.sec.gov//Archives/edgar/data/5272/000000527219000023/maindocument001.htm,https://www.sec.gov//Archives/edgar/data/5272/000000527218000022/maindocument001.htm,https://www.sec.gov//Archives/edgar/data/5272/000000527217000017/maindocument001.htm,https://www.sec.gov//Archives/edgar/data/5272/000000527216000035/maindocument001.htm,https://www.sec.gov//Archives/edgar/data/5272/000000527215000002/maindocument001.htm,https://www.sec.gov//Archives/edgar/data/5272/000104746914001096/a2218248z10-k.htm,https://www.sec.gov//Archives/edgar/data/5272/000104746913001390/a2212976z10-k.htm,https://www.sec.gov//Archives/edgar/data/5272/000104746912001369/a2207458z10-k.htm,https://www.sec.gov//Archives/edgar/data/5272/000104746911001283/a2202141z10-k.htm,https://www.sec.gov//Archives/edgar/data/5272/000104746910001465/a2196553z10-k.htm,,,,,,,,
AMT,https://www.sec.gov//Archives/edgar/data/1053507/000105350719000012/amt1231201810k.htm,https://www.sec.gov//Archives/edgar/data/1053507/000105350718000006/amt1231201710k.htm,https://www.sec.gov//Archives/edgar/data/1053507/000105350717000009/amt1231201610k.htm,https://www.sec.gov//Archives/edgar/data/1053507/000105350716000018/amt1231201510k.htm,https://www.sec.gov//Archives/edgar/data/1053507/000119312515059026/d846752d10k.htm,https://www.sec.gov//Archives/edgar/data/1053507/000119312514068001/d636311d10k.htm,https://www.sec.gov//Archives/edgar/data/1053507/000119312513077821/d448028d10k.htm,https://www.sec.gov//Archives/edgar/data/1053507/000119312512086162/d278077d10k.htm,https://www.sec.gov//Archives/edgar/data/1053507/000119312511050129/d10k.htm,https://www.sec.gov//Archives/edgar/data/1053507/000119312510044876/d10k.htm,,,,,,,,
AWK,https://www.sec.gov//Archives/edgar/data/1410636/000141063619000041/a12312018-awkx10kdocument.htm,https://www.sec.gov//Archives/edgar/data/1410636/000141063618000076/a12312017-awkx10kdocument.htm,https://www.sec.gov//Archives/edgar/data/1410636/000156459017001899/awk-10k_20161231.htm,https://www.sec.gov//Archives/edgar/data/1410636/000156459016013247/awk-10k_20151231.htm,https://www.sec.gov//Archives/edgar/data/1410636/000156459015000905/awk-10k_20141231.htm,https://www.sec.gov//Archives/edgar/data/1410636/000156459014000381/awk-10k_20131231.htm,https://www.sec.gov//Archives/edgar/data/1410636/000119312513085812/d444550d10k.htm,https://www.sec.gov//Archives/edgar/data/1410636/000119312512084903/d265318d10k.htm,https://www.sec.gov//Archives/edgar/data/1410636/000119312511047938/d10k.htm,,,,,,,,,
AMP,https://www.sec.gov//ix?doc=/Archives/edgar/data/820027/000082002719000010/amp12312018.htm,https://www.sec.gov//Archives/edgar/data/820027/000082002718000008/amp12312017.htm,https://www.sec.gov//Archives/edgar/data/820027/000082002717000007/ameriprisefinancial12312016.htm,https://www.sec.gov//Archives/edgar/data/820027/000082002716000168/ameriprisefinancial12312015.htm,https://www.sec.gov//Archives/edgar/data/820027/000082002715000024/amp.htm,https://www.sec.gov//Archives/edgar/data/820027/000082002714000020/ameriprisefinancial12312013.htm,https://www.sec.gov//Archives/edgar/data/820027/000104746913001718/a2212970z10-k.htm,https://www.sec.gov//Archives/edgar/data/820027/000104746912001474/a2207255z10-k.htm,https://www.sec.gov//Archives/edgar/data/820027/000104746911001543/a2202014z10-k.htm,https://www.sec.gov//Archives/edgar/data/820027/000104746910001174/a2196525z10-k.htm,,,,,,,,
ABC,https://www.sec.gov//Archives/edgar/data/1140859/000114085918000053/a10-kx9302018.htm,https://www.sec.gov//Archives/edgar/data/1140859/000114085917000047/abc10-kxseptember302017.htm,https://www.sec.gov//Archives/edgar/data/1140859/000114085916000022/abc10-kxseptember302016.htm,https://www.sec.gov//Archives/edgar/data/1140859/000104746915008939/a2226704z10-k.htm,https://www.sec.gov//Archives/edgar/data/1140859/000104746914009555/a2222308z10-k.htm,https://www.sec.gov//Archives/edgar/data/1140859/000104746913010867/a2217371z10-k.htm,https://www.sec.gov//Archives/edgar/data/1140859/000104746912010807/a2211951z10-k.htm,https://www.sec.gov//Archives/edgar/data/1140859/000095012311100028/c24915e10vk.htm,https://www.sec.gov//Archives/edgar/data/1140859/000095012310108165/c07197e10vk.htm,https://www.sec.gov//Archives/edgar/data/1140859/000095012309066012/c92934e10vk.htm,,,,,,,,
AME,https://www.sec.gov//Archives/edgar/data/1037868/000119312519046947/d640432d10k.htm,https://www.sec.gov//Archives/edgar/data/1037868/000119312518053631/d507265d10k.htm,https://www.sec.gov//Archives/edgar/data/1037868/000119312517053600/d309462d10k.htm,https://www.sec.gov//Archives/edgar/data/1037868/000119312516478197/d120829d10k.htm,https://www.sec.gov//Archives/edgar/data/1037868/000119312515059832/d843717d10k.htm,https://www.sec.gov//Archives/edgar/data/1037868/000119312514069080/d654083d10k.htm,https://www.sec.gov//Archives/edgar/data/1037868/000119312513069307/d444551d10k.htm,https://www.sec.gov//Archives/edgar/data/1037868/000119312512074885/d266030d10k.htm,https://www.sec.gov//Archives/edgar/data/1037868/000095012311017564/w80783e10vk.htm,https://www.sec.gov//Archives/edgar/data/1037868/000095012310016787/w75707e10vk.htm,,,,,,,,
AMGN,https://www.sec.gov//Archives/edgar/data/318154/000031815419000008/amgn-12312018x10kq42018.htm,https://www.sec.gov//Archives/edgar/data/318154/000031815418000004/amgn-12312017x10k.htm,https://www.sec.gov//Archives/edgar/data/318154/000031815417000004/amgn-12312016x10k.htm,https://www.sec.gov//Archives/edgar/data/318154/000031815416000031/amgn-12312015x10k.htm,https://www.sec.gov//Archives/edgar/data/318154/000031815415000005/amgn-12312014x10k.htm,https://www.sec.gov//Archives/edgar/data/318154/000031815414000004/amgn-12312013x10k.htm,https://www.sec.gov//Archives/edgar/data/318154/000144530513000364/amgn-12312012x10k.htm,https://www.sec.gov//Archives/edgar/data/318154/000119312512086670/d241420d10k.htm,https://www.sec.gov//Archives/edgar/data/318154/000095012311018800/v57113e10vk.htm,https://www.sec.gov//Archives/edgar/data/318154/000119312510044311/d10k.htm,,,,,,,,
APH,https://www.sec.gov//Archives/edgar/data/820313/000155837019000636/aph-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/820313/000155837018000871/aph-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/820313/000155837017000659/aph-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/820313/000110465916098503/a15-23486_110k.htm,https://www.sec.gov//Archives/edgar/data/820313/000110465915012575/a14-25561_110k.htm,https://www.sec.gov//Archives/edgar/data/820313/000110465914012225/a13-24862_110k.htm,https://www.sec.gov//Archives/edgar/data/820313/000110465913013180/a12-28965_110k.htm,https://www.sec.gov//Archives/edgar/data/820313/000110465912012448/a12-1044_110k.htm,https://www.sec.gov//Archives/edgar/data/820313/000110465911010845/a10-22168_110k.htm,https://www.sec.gov//Archives/edgar/data/820313/000110465910008799/a09-35765_110k.htm,,,,,,,,
APC,https://www.sec.gov//Archives/edgar/data/773910/000077391019000009/apc201810k-10k.htm,https://www.sec.gov//Archives/edgar/data/773910/000077391018000012/apc201710k-10k.htm,https://www.sec.gov//Archives/edgar/data/773910/000077391017000020/apc201610k-10k.htm,https://www.sec.gov//Archives/edgar/data/773910/000077391016000073/apc201510k-10k.htm,https://www.sec.gov//Archives/edgar/data/773910/000077391015000012/apc201410k-10k.htm,https://www.sec.gov//Archives/edgar/data/773910/000077391014000014/apc12311310k.htm,https://www.sec.gov//Archives/edgar/data/773910/000119312513065430/d464688d10k.htm,https://www.sec.gov//Archives/edgar/data/773910/000119312512070408/d282676d10k.htm,https://www.sec.gov//Archives/edgar/data/773910/000119312511043021/d10k.htm,https://www.sec.gov//Archives/edgar/data/773910/000119312510037173/d10k.htm,https://www.sec.gov//Archives/edgar/data/773910/000077391001500004/anadarko_123100-kpmgconsent.htm,,,,,,,
ADI,https://www.sec.gov//Archives/edgar/data/6281/000000628118000126/adi-1132018x10k.htm,https://www.sec.gov//Archives/edgar/data/6281/000000628117000144/adi-10282017x10k.htm,https://www.sec.gov//Archives/edgar/data/6281/000000628116000097/adi-10292016x10k.htm,https://www.sec.gov//Archives/edgar/data/6281/000000628115000044/adi-10312015x10k.htm,https://www.sec.gov//Archives/edgar/data/6281/000000628114000039/adi-1112014x10k.htm,https://www.sec.gov//Archives/edgar/data/6281/000000628113000040/adi-1122013x10k.htm,https://www.sec.gov//Archives/edgar/data/6281/000000628112000010/adi-1132012x10k.htm,https://www.sec.gov//Archives/edgar/data/6281/000095012311099928/b87841e10vk.htm,https://www.sec.gov//Archives/edgar/data/6281/000095012310107816/b81293e10vk.htm,https://www.sec.gov//Archives/edgar/data/6281/000095012309065635/b76910e10vk.htm,,,,,,,,
ANDV,https://www.sec.gov//Archives/edgar/data/50104/000005010418000054/andv201710-k.htm,https://www.sec.gov//Archives/edgar/data/50104/000005010417000056/tso201610-k.htm,https://www.sec.gov//Archives/edgar/data/50104/000005010416000055/tso10-k12312015.htm,https://www.sec.gov//Archives/edgar/data/50104/000005010415000007/a20141231-tsox10k.htm,https://www.sec.gov//Archives/edgar/data/50104/000005010414000013/a20131231-tsox10k.htm,https://www.sec.gov//Archives/edgar/data/50104/000005010413000019/a20121231-tsox10k.htm,https://www.sec.gov//Archives/edgar/data/50104/000005010412000020/a20111231-tsox10k.htm,https://www.sec.gov//Archives/edgar/data/50104/000095012311020449/d78151e10vk.htm,,,,,,,,,,
ANSS,https://www.sec.gov//Archives/edgar/data/1013462/000101346219000003/anss2018123110k.htm,https://www.sec.gov//Archives/edgar/data/1013462/000101346218000004/anss2017123110k.htm,https://www.sec.gov//Archives/edgar/data/1013462/000101346217000003/anss2016123110k.htm,https://www.sec.gov//Archives/edgar/data/1013462/000101346216000017/anss2015123110k.htm,https://www.sec.gov//Archives/edgar/data/1013462/000101346215000004/anss2014123110k.htm,https://www.sec.gov//Archives/edgar/data/1013462/000101346214000004/anss2013123110k.htm,https://www.sec.gov//Archives/edgar/data/1013462/000101346213000003/anss2012123110k.htm,https://www.sec.gov//Archives/edgar/data/1013462/000119312512074501/d260706d10k.htm,https://www.sec.gov//Archives/edgar/data/1013462/000119312511046536/d10k.htm,,,,,,,,,
ANTM,https://www.sec.gov//Archives/edgar/data/1156039/000115603919000004/antm-2018123110kq42018.htm,https://www.sec.gov//Archives/edgar/data/1156039/000115603918000003/antm-2017123110kq42017.htm,https://www.sec.gov//Archives/edgar/data/1156039/000115603917000002/antm-2016123110k.htm,https://www.sec.gov//Archives/edgar/data/1156039/000115603916000018/antm-2015123110kforq4.htm,https://www.sec.gov//Archives/edgar/data/1156039/000115603915000003/antm-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/1156039/000115603914000003/wlp-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/1156039/000119312513071165/d484484d10k.htm,https://www.sec.gov//Archives/edgar/data/1156039/000119312512072739/d277395d10k.htm,https://www.sec.gov//Archives/edgar/data/1156039/000119312511039172/d10k.htm,https://www.sec.gov//Archives/edgar/data/1156039/000119312510034180/d10k.htm,,,,,,,,
AON,https://www.sec.gov//Archives/edgar/data/315293/000162828019001558/aonplc201810-k.htm,https://www.sec.gov//Archives/edgar/data/315293/000162828018001923/aonplc201710-k.htm,https://www.sec.gov//Archives/edgar/data/315293/000162828017001652/aonplc201610-k.htm,https://www.sec.gov//Archives/edgar/data/315293/000162828016011485/aonplc201510-k.htm,https://www.sec.gov//Archives/edgar/data/315293/000162828015000950/aonplc201410-k.htm,https://www.sec.gov//Archives/edgar/data/315293/000144530514000476/aonplc201310-k.htm,https://www.sec.gov//Archives/edgar/data/315293/000104746913001494/a2212713z10-k.htm,https://www.sec.gov//Archives/edgar/data/315293/000104746912001478/a2207295z10-k.htm,https://www.sec.gov//Archives/edgar/data/315293/000104746911001427/a2202065z10-k.htm,https://www.sec.gov//Archives/edgar/data/315293/000104746910001535/a2196344z10-k.htm,,,,,,,,
APA,https://www.sec.gov//Archives/edgar/data/6769/000173303719000004/apa10-k2018.htm,https://www.sec.gov//Archives/edgar/data/6769/000167337918000008/apa10-k2017.htm,https://www.sec.gov//Archives/edgar/data/6769/000167337917000004/apa10-k2016.htm,https://www.sec.gov//Archives/edgar/data/6769/000119312516481920/d62202d10k.htm,https://www.sec.gov//Archives/edgar/data/6769/000119312515070388/d836834d10k.htm,https://www.sec.gov//Archives/edgar/data/6769/000119312514077668/d647405d10k.htm,https://www.sec.gov//Archives/edgar/data/6769/000119312513085083/d457834d10k.htm,https://www.sec.gov//Archives/edgar/data/6769/000119312512086217/d267154d10k.htm,https://www.sec.gov//Archives/edgar/data/6769/000095012311033800/h78042ae10vkza.htm,https://www.sec.gov//Archives/edgar/data/6769/000095012311019900/h78042e10vk.htm,https://www.sec.gov//Archives/edgar/data/6769/000095012310018311/h69016e10vk.htm,,,,,,,
AIV,https://www.sec.gov//Archives/edgar/data/922864/000092286419000007/a201810-k.htm,https://www.sec.gov//Archives/edgar/data/922864/000092286418000006/a201710-k.htm,https://www.sec.gov//Archives/edgar/data/922864/000092286417000006/a201610-k.htm,https://www.sec.gov//Archives/edgar/data/922864/000092286416000078/a201510-k.htm,https://www.sec.gov//Archives/edgar/data/922864/000092286415000011/a201410-k.htm,https://www.sec.gov//Archives/edgar/data/922864/000092286414000008/a201310-k.htm,https://www.sec.gov//Archives/edgar/data/922864/000092286413000013/a201210-k.htm,https://www.sec.gov//Archives/edgar/data/922864/000119312512074623/d241737d10k.htm,https://www.sec.gov//Archives/edgar/data/922864/000095012311018075/d79886e10vk.htm,,,,,,,,,
AAPL,https://www.sec.gov//Archives/edgar/data/320193/000032019318000145/a10-k20189292018.htm,https://www.sec.gov//Archives/edgar/data/320193/000032019317000070/a10-k20179302017.htm,https://www.sec.gov//Archives/edgar/data/320193/000162828016020309/a201610-k9242016.htm,https://www.sec.gov//Archives/edgar/data/320193/000119312515356351/d17062d10k.htm,https://www.sec.gov//Archives/edgar/data/320193/000119312514383437/d783162d10k.htm,https://www.sec.gov//Archives/edgar/data/320193/000119312513416534/d590790d10k.htm,https://www.sec.gov//Archives/edgar/data/320193/000119312512444068/d411355d10k.htm,https://www.sec.gov//Archives/edgar/data/320193/000119312511282113/d220209d10k.htm,https://www.sec.gov//Archives/edgar/data/320193/000119312510238044/d10k.htm,https://www.sec.gov//Archives/edgar/data/320193/000119312510012091/d10ka.htm,https://www.sec.gov//Archives/edgar/data/320193/000119312509214859/d10k.htm,,,,,,,
AMAT,https://www.sec.gov//Archives/edgar/data/6951/000000695118000041/amat1028201810-kq42018.htm,https://www.sec.gov//Archives/edgar/data/6951/000000695117000038/amat1029201710-kq42017.htm,https://www.sec.gov//Archives/edgar/data/6951/000000695116000068/amat10302016-10k.htm,https://www.sec.gov//Archives/edgar/data/6951/000000695115000034/amat10252015-10xkdoc.htm,https://www.sec.gov//Archives/edgar/data/6951/000000695114000037/amat10262014-10kdoc.htm,https://www.sec.gov//Archives/edgar/data/6951/000000695113000044/amat10272013-10kdoc.htm,https://www.sec.gov//Archives/edgar/data/6951/000000695112000018/amat10282012-10kdoc.htm,https://www.sec.gov//Archives/edgar/data/6951/000119312511332050/d250870d10k.htm,https://www.sec.gov//Archives/edgar/data/6951/000095012310112754/f56996e10vk.htm,https://www.sec.gov//Archives/edgar/data/6951/000095012309072007/f53510a1e10vkza.htm,https://www.sec.gov//Archives/edgar/data/6951/000095012309070205/f53510e10vk.htm,,,,,,,
APTV,https://www.sec.gov//Archives/edgar/data/1521332/000152133219000007/aptv1231201810k.htm,https://www.sec.gov//Archives/edgar/data/1521332/000152133218000013/aptv1231201710k.htm,https://www.sec.gov//Archives/edgar/data/1521332/000152133217000013/dlph1231201610k.htm,https://www.sec.gov//Archives/edgar/data/1521332/000152133216000084/dlph1231201510k.htm,https://www.sec.gov//Archives/edgar/data/1521332/000152133215000014/dlph1231201410k.htm,https://www.sec.gov//Archives/edgar/data/1521332/000152133214000011/dlph1231201310k.htm,https://www.sec.gov//Archives/edgar/data/1521332/000152133213000010/dlph1231201210k.htm,,,,,,,,,,,
ADM,https://www.sec.gov//Archives/edgar/data/7084/000000708419000012/adm-20181231x10k.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708418000012/adm-20171231x10k.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708417000008/adm-20161231x10k.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708416000046/adm-20151231x10k.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708415000005/adm-20141231x10k.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708414000011/adm-20131231x10k.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708413000014/adm10ktfy125.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708412000034/adm10kfy12.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708411000028/adm10kfy11.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708410000043/adm10kfy10.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708403000065/adm10kax13a.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708403000063/adm10kx13.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708402000017/adm10kx13.htm,https://www.sec.gov//Archives/edgar/data/7084/000000708401500047/adm10kx13.htm,,,,
ARNC,https://www.sec.gov//Archives/edgar/data/4281/000000428119000031/form10k_4q18.htm,https://www.sec.gov//Archives/edgar/data/4281/000000428118000042/form10k.htm,https://www.sec.gov//Archives/edgar/data/4281/000119312517062657/d293282d10k.htm,https://www.sec.gov//Archives/edgar/data/4281/000119312516470162/d216801d10k.htm,https://www.sec.gov//Archives/edgar/data/4281/000119312515054376/d836461d10k.htm,https://www.sec.gov//Archives/edgar/data/4281/000119312514051516/d634164d10k.htm,https://www.sec.gov//Archives/edgar/data/4281/000119312513065466/d448525d10ka.htm,https://www.sec.gov//Archives/edgar/data/4281/000119312513062916/d448525d10k.htm,https://www.sec.gov//Archives/edgar/data/4281/000119312512065493/d257313d10k.htm,https://www.sec.gov//Archives/edgar/data/4281/000119312511039230/d10k.htm,https://www.sec.gov//Archives/edgar/data/4281/000119312510034308/d10k.htm,,,,,,,
AJG,https://www.sec.gov//Archives/edgar/data/354190/000119312519032304/d618065d10k.htm,https://www.sec.gov//Archives/edgar/data/354190/000119312518038261/d486069d10k.htm,https://www.sec.gov//Archives/edgar/data/354190/000119312517038619/d314580d10k.htm,https://www.sec.gov//Archives/edgar/data/354190/000119312516457703/d118346d10k.htm,https://www.sec.gov//Archives/edgar/data/354190/000119312515047308/d853008d10k.htm,https://www.sec.gov//Archives/edgar/data/354190/000119312514040834/d661245d10k.htm,https://www.sec.gov//Archives/edgar/data/354190/000119312513046126/d460219d10k.htm,https://www.sec.gov//Archives/edgar/data/354190/000119312512061292/d287012d10k.htm,https://www.sec.gov//Archives/edgar/data/354190/000119312511025625/d10k.htm,,,,,,,,,
